# time = 200
# FINE UNIFORM Grid points = 361
# Pressure (Pa) = 101325
#         1_posUnif        2_uvel_mean        3_uvel_rmsf   4_uvel_rhsfRatio        5_vvel_mean        6_vvel_rmsf   7_vvel_rhsfRatio        8_wvel_mean        9_wvel_rmsf  10_wvel_rhsfRatio             11_Rxx             12_Ryy             13_Rzz             14_Rxy             15_Rxz             16_Ryz
  -6.5000000000e-01   1.5278557649e+01   1.8894041638e+00   0.0000000000e+00   2.2992788375e-02   4.8191590922e-01   0.0000000000e+00   2.2992788375e-02   4.8191590922e-01   0.0000000000e+00   3.5698480941e+00   2.3224294356e-01   2.3224294356e-01  -3.1296636741e-03  -3.1296636741e-03   2.3224294356e-01
  -6.4444444444e-01   1.5328911255e+01   1.8839651696e+00   0.0000000000e+00   2.5264019403e-02   4.8015706746e-01   0.0000000000e+00   2.5264019403e-02   4.8015706746e-01   0.0000000000e+00   3.5493247604e+00   2.3055080943e-01   2.3055080943e-01  -4.4498755779e-04  -4.4498755779e-04   2.3055080943e-01
  -6.3888888889e-01   1.5378210084e+01   1.8807093512e+00   0.0000000000e+00   2.7636814745e-02   4.7802988476e-01   0.0000000000e+00   2.7636814745e-02   4.7802988476e-01   0.0000000000e+00   3.5370676638e+00   2.2851257072e-01   2.2851257072e-01   8.0787505485e-04   8.0787505485e-04   2.2851257072e-01
  -6.3333333333e-01   1.5425881663e+01   1.8804667680e+00   0.0000000000e+00   3.0063969149e-02   4.7605987187e-01   0.0000000000e+00   3.0063969149e-02   4.7605987187e-01   0.0000000000e+00   3.5361552655e+00   2.2663300161e-01   2.2663300161e-01   3.7647358847e-04   3.7647358847e-04   2.2663300161e-01
  -6.2777777778e-01   1.5471549769e+01   1.8833597369e+00   0.0000000000e+00   3.2338937926e-02   4.7414475198e-01   0.0000000000e+00   3.2338937926e-02   4.7414475198e-01   0.0000000000e+00   3.5470438986e+00   2.2481324583e-01   2.2481324583e-01  -9.7037026992e-04  -9.7037026992e-04   2.2481324583e-01
  -6.2222222222e-01   1.5515750599e+01   1.8877966663e+00   0.0000000000e+00   3.4359002243e-02   4.7265057674e-01   0.0000000000e+00   3.4359002243e-02   4.7265057674e-01   0.0000000000e+00   3.5637762534e+00   2.2339856770e-01   2.2339856770e-01  -2.6982130013e-03  -2.6982130013e-03   2.2339856770e-01
  -6.1666666667e-01   1.5558481994e+01   1.8930307574e+00   0.0000000000e+00   3.6313214434e-02   4.7206998066e-01   0.0000000000e+00   3.6313214434e-02   4.7206998066e-01   0.0000000000e+00   3.5835654486e+00   2.2285006664e-01   2.2285006664e-01  -4.2338529223e-03  -4.2338529223e-03   2.2285006664e-01
  -6.1111111111e-01   1.5600058230e+01   1.8980879719e+00   0.0000000000e+00   3.8126640731e-02   4.7219529740e-01   0.0000000000e+00   3.8126640731e-02   4.7219529740e-01   0.0000000000e+00   3.6027379489e+00   2.2296839889e-01   2.2296839889e-01  -6.3324899805e-03  -6.3324899805e-03   2.2296839889e-01
  -6.0555555556e-01   1.5640926334e+01   1.9033462782e+00   0.0000000000e+00   3.9721179311e-02   4.7265067963e-01   0.0000000000e+00   3.9721179311e-02   4.7265067963e-01   0.0000000000e+00   3.6227270549e+00   2.2339866496e-01   2.2339866496e-01  -8.3806883710e-03  -8.3806883710e-03   2.2339866496e-01
  -6.0000000000e-01   1.5682191321e+01   1.9071841288e+00   0.0000000000e+00   4.1176979172e-02   4.7323777014e-01   0.0000000000e+00   4.1176979172e-02   4.7323777014e-01   0.0000000000e+00   3.6373513012e+00   2.2395398709e-01   2.2395398709e-01  -8.9757976892e-03  -8.9757976892e-03   2.2395398709e-01
  -5.9444444444e-01   1.5723360662e+01   1.9099570420e+00   0.0000000000e+00   4.2630053745e-02   4.7421615853e-01   0.0000000000e+00   4.2630053745e-02   4.7421615853e-01   0.0000000000e+00   3.6479359021e+00   2.2488096501e-01   2.2488096501e-01  -9.5222902048e-03  -9.5222902048e-03   2.2488096501e-01
  -5.8888888889e-01   1.5764389460e+01   1.9129075951e+00   0.0000000000e+00   4.4102828129e-02   4.7518223864e-01   0.0000000000e+00   4.4102828129e-02   4.7518223864e-01   0.0000000000e+00   3.6592154673e+00   2.2579815992e-01   2.2579815992e-01  -1.0978169961e-02  -1.0978169961e-02   2.2579815992e-01
  -5.8333333333e-01   1.5805511824e+01   1.9162368547e+00   0.0000000000e+00   4.5569250897e-02   4.7574442885e-01   0.0000000000e+00   4.5569250897e-02   4.7574442885e-01   0.0000000000e+00   3.6719636832e+00   2.2633276158e-01   2.2633276158e-01  -1.4366514554e-02  -1.4366514554e-02   2.2633276158e-01
  -5.7777777778e-01   1.5847459647e+01   1.9199749539e+00   0.0000000000e+00   4.6971726203e-02   4.7556807116e-01   0.0000000000e+00   4.6971726203e-02   4.7556807116e-01   0.0000000000e+00   3.6863038235e+00   2.2616499031e-01   2.2616499031e-01  -1.9896533440e-02  -1.9896533440e-02   2.2616499031e-01
  -5.7222222222e-01   1.5890316367e+01   1.9240854751e+00   0.0000000000e+00   4.8207193954e-02   4.7465738873e-01   0.0000000000e+00   4.8207193954e-02   4.7465738873e-01   0.0000000000e+00   3.7021049157e+00   2.2529963667e-01   2.2529963667e-01  -2.5519218871e-02  -2.5519218871e-02   2.2529963667e-01
  -5.6666666667e-01   1.5933943848e+01   1.9291932209e+00   0.0000000000e+00   4.9465559379e-02   4.7335301438e-01   0.0000000000e+00   4.9465559379e-02   4.7335301438e-01   0.0000000000e+00   3.7217864837e+00   2.2406307622e-01   2.2406307622e-01  -2.9402072723e-02  -2.9402072723e-02   2.2406307622e-01
  -5.6111111111e-01   1.5978573751e+01   1.9343581169e+00   0.0000000000e+00   5.0718316621e-02   4.7216010438e-01   0.0000000000e+00   5.0718316621e-02   4.7216010438e-01   0.0000000000e+00   3.7417413246e+00   2.2293516417e-01   2.2293516417e-01  -3.1319965074e-02  -3.1319965074e-02   2.2293516417e-01
